
## LOG START -> 2024-12-14 12:23:23:298741501 +05:30[Asia/Kolkata]
2024-12-14 12:23:23:297358015 +05:30[Asia/Kolkata]:Debug: AutomataUi: RESET_STATE 
2024-12-14 12:23:30:106176527 +05:30[Asia/Kolkata]:Debug: AutomataUi: RESET_STATE 
2024-12-14 12:23:32:503032432 +05:30[Asia/Kolkata]:Debug: AutomataUi: RESET_STATE 
2024-12-14 12:23:34:736888508 +05:30[Asia/Kolkata]:Debug: AutomataUi: CLEAR_STATE 
2024-12-14 12:23:36:912831138 +05:30[Asia/Kolkata]:Debug: AutomataUi: CLEAR_STATE 
2024-12-14 12:23:42:940505813 +05:30[Asia/Kolkata]:Debug: AutomataUi: RESET_STATE 
## LOG END -> 2024-12-14 12:23:44:691620132 +05:30[Asia/Kolkata]

## LOG START -> 2024-12-14 12:30:02:697091623 +05:30[Asia/Kolkata]
2024-12-14 12:30:02:695904793 +05:30[Asia/Kolkata]:Debug: AutomataUi: Playing: true 
2024-12-14 13:04:18:117755390 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:145372919 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [14, 35] 
2024-12-14 13:04:18:147370667 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:177229849 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:207628931 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:236761457 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:265144024 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:293655081 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:355355890 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:384331980 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [15, 34] 
2024-12-14 13:04:18:384972139 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [15, 33] 
2024-12-14 13:04:18:385416789 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [16, 33] 
2024-12-14 13:04:18:388178611 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:420168834 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:449249436 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:477429382 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:504927318 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:18:532696466 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:349704045 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [20, 23] 
2024-12-14 13:04:19:366437377 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:395339948 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:473882250 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:501330334 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [21, 23] 
2024-12-14 13:04:19:501898102 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [22, 23] 
2024-12-14 13:04:19:502294405 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [23, 23] 
2024-12-14 13:04:19:502652248 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [24, 23] 
2024-12-14 13:04:19:504490253 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:532740514 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [25, 23] 
2024-12-14 13:04:19:533312990 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [26, 23] 
2024-12-14 13:04:19:533729918 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [27, 23] 
2024-12-14 13:04:19:535253922 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:562386482 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [28, 23] 
2024-12-14 13:04:19:563033753 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 23] 
2024-12-14 13:04:19:563471911 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [30, 23] 
2024-12-14 13:04:19:565513132 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:594520512 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [31, 23] 
2024-12-14 13:04:19:595190842 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [32, 23] 
2024-12-14 13:04:19:596973075 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:626170446 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [33, 23] 
2024-12-14 13:04:19:626703607 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [33, 22] 
2024-12-14 13:04:19:628387267 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:657073664 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 22] 
2024-12-14 13:04:19:658934813 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:687917293 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:716093880 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:743426792 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:760601862 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:776243146 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:793051283 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:19:970412062 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [35, 22] 
2024-12-14 13:04:19:971121699 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 23] 
2024-12-14 13:04:19:971543920 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 24] 
2024-12-14 13:04:19:986236782 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:16608949 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 25] 
2024-12-14 13:04:20:17228363 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 26] 
2024-12-14 13:04:20:17662506 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 27] 
2024-12-14 13:04:20:19491465 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:50369886 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 28] 
2024-12-14 13:04:20:52510967 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:82081930 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 29] 
2024-12-14 13:04:20:82877650 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 30] 
2024-12-14 13:04:20:84436032 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:111730414 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 31] 
2024-12-14 13:04:20:113383781 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:140618768 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 32] 
2024-12-14 13:04:20:142317771 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:170900792 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:199107636 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:228230930 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:259841084 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:292011836 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:433404725 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [33, 32] 
2024-12-14 13:04:20:433974317 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [32, 32] 
2024-12-14 13:04:20:434363317 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [31, 32] 
2024-12-14 13:04:20:449764765 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:477899411 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [30, 32] 
2024-12-14 13:04:20:479596955 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:509112403 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 32] 
2024-12-14 13:04:20:510676609 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:538972946 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:566925118 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:595106210 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:623169353 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:650998222 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:728832910 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:759176645 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 33] 
2024-12-14 13:04:20:760855165 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:790993590 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:818031432 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 34] 
2024-12-14 13:04:20:818523129 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 35] 
2024-12-14 13:04:20:820151992 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:847050273 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 36] 
2024-12-14 13:04:20:848624069 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:876423120 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 37] 
2024-12-14 13:04:20:876928547 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 38] 
2024-12-14 13:04:20:878514229 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:907060935 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 39] 
2024-12-14 13:04:20:908741088 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:936736067 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 40] 
2024-12-14 13:04:20:938501837 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:967103802 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:20:995160193 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:22260980 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:39028166 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:54575797 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:70671485 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:81674099 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [30, 40] 
2024-12-14 13:04:21:87357742 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:100590877 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [31, 40] 
2024-12-14 13:04:21:103570488 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:116435089 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [31, 41] 
2024-12-14 13:04:21:119581900 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:131185887 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [32, 41] 
2024-12-14 13:04:21:131541116 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [33, 41] 
2024-12-14 13:04:21:136403482 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:151729971 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 41] 
2024-12-14 13:04:21:152862819 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:175234930 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 40] 
2024-12-14 13:04:21:176917632 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:207202394 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [35, 40] 
2024-12-14 13:04:21:209095439 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:238557155 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:265109823 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [36, 40] 
2024-12-14 13:04:21:267004803 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:295215739 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:324071172 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:352656316 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:379627024 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [36, 39] 
2024-12-14 13:04:21:381233728 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:408932365 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [36, 38] 
2024-12-14 13:04:21:410412655 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:429605915 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [36, 37] 
2024-12-14 13:04:21:430625065 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:443805680 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [37, 36] 
2024-12-14 13:04:21:443997775 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [37, 35] 
2024-12-14 13:04:21:446893583 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:458227621 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [37, 34] 
2024-12-14 13:04:21:463353083 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:473911184 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [37, 33] 
2024-12-14 13:04:21:479212810 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:489380074 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [37, 32] 
2024-12-14 13:04:21:495262268 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:512360029 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:524246181 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [37, 31] 
2024-12-14 13:04:21:524472579 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [38, 31] 
2024-12-14 13:04:21:528858391 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:545254619 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:567673362 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:597200698 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [38, 30] 
2024-12-14 13:04:21:598968436 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:627758026 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [38, 29] 
2024-12-14 13:04:21:629350088 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:656863141 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:684456833 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:711394623 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:739647207 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:768131823 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:796221548 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:822885505 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [38, 30] 
2024-12-14 13:04:21:823265315 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [37, 30] 
2024-12-14 13:04:21:823547703 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [37, 31] 
2024-12-14 13:04:21:823813823 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [37, 32] 
2024-12-14 13:04:21:825259430 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:844450758 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [36, 32] 
2024-12-14 13:04:21:844716542 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [36, 33] 
2024-12-14 13:04:21:845731720 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:859055865 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [35, 34] 
2024-12-14 13:04:21:862099906 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:878428989 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:893774780 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:904105074 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [35, 35] 
2024-12-14 13:04:21:910039886 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:926048813 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:941814832 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:953676718 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 35] 
2024-12-14 13:04:21:957760911 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:971422422 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [34, 36] 
2024-12-14 13:04:21:973961984 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:21:989399448 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:8980169 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [33, 36] 
2024-12-14 13:04:22:10792483 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:41973223 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [32, 36] 
2024-12-14 13:04:22:44561756 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:75442535 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [31, 36] 
2024-12-14 13:04:22:77670305 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:108977112 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:137918653 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:166209830 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [31, 37] 
2024-12-14 13:04:22:168580182 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:196841788 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [31, 38] 
2024-12-14 13:04:22:198600481 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:225240405 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [31, 39] 
2024-12-14 13:04:22:226615409 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:254877911 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:281917959 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:308231889 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [32, 39] 
2024-12-14 13:04:22:309608710 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:335708169 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [32, 40] 
2024-12-14 13:04:22:337188923 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:364336122 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:391724764 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:418703827 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [32, 41] 
2024-12-14 13:04:22:419028512 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [31, 41] 
2024-12-14 13:04:22:420342913 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:447210278 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [30, 42] 
2024-12-14 13:04:22:447732823 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [30, 43] 
2024-12-14 13:04:22:447970802 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 43] 
2024-12-14 13:04:22:449302026 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:476204451 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [29, 44] 
2024-12-14 13:04:22:476562654 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [28, 44] 
2024-12-14 13:04:22:477875415 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:499500540 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:513041002 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [27, 44] 
2024-12-14 13:04:22:516101895 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:531980576 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:548420808 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:565249666 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:575111423 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [27, 45] 
2024-12-14 13:04:22:581130796 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:596865473 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:612793003 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:637228861 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:662131522 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [26, 45] 
2024-12-14 13:04:22:662487843 +05:30[Asia/Kolkata]:Debug: AutomataUi: CELL_STATE_CHANGED: [26, 44] 
2024-12-14 13:04:22:663972876 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:689608884 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:714744427 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
2024-12-14 13:04:22:739520607 +05:30[Asia/Kolkata]:Debug: AutomataUi: Drawing FRAME 
